caller,receiver,start_time,duration,tower
9876500036,9876500037,2026-09-06 01:45:00,35,TOWER-05
9876500037,9876500045,2026-09-06 02:22:00,52,TOWER-05
9876500038,9876500037,2026-09-06 02:59:00,69,TOWER-05
9876500045,9876500036,2026-09-06 03:36:00,86,TOWER-05
9876500036,9876500038,2026-09-06 04:13:00,103,TOWER-05
9876500037,9876500036,2026-09-06 04:50:00,120,TOWER-05
9876500038,9876500045,2026-09-06 05:27:00,137,TOWER-05
9876500045,9876500037,2026-09-06 06:04:00,154,TOWER-05
9876500036,9876500045,2026-09-06 06:41:00,171,TOWER-05
9876500037,9876500038,2026-09-06 07:18:00,188,TOWER-05
9876500038,9876500036,2026-09-06 07:55:00,205,TOWER-05
9876500045,9876500038,2026-09-06 08:32:00,222,TOWER-05
9876500036,9876500037,2026-09-06 09:09:00,239,TOWER-05
9876500037,9876500045,2026-09-06 09:46:00,46,TOWER-05
9876500038,9876500037,2026-09-06 10:23:00,63,TOWER-05
9876500045,9876500036,2026-09-06 11:00:00,80,TOWER-05
9876500036,9876500038,2026-09-06 11:37:00,97,TOWER-05
9876500037,9876500036,2026-09-06 12:14:00,114,TOWER-05
