caller,receiver,start_time,duration,tower
9876500042,9876500043,2026-09-08 01:45:00,35,TOWER-07
9876500043,9876500051,2026-09-08 02:22:00,52,TOWER-07
9876500044,9876500043,2026-09-08 02:59:00,69,TOWER-07
9876500051,9876500042,2026-09-08 03:36:00,86,TOWER-07
9876500042,9876500044,2026-09-08 04:13:00,103,TOWER-07
9876500043,9876500042,2026-09-08 04:50:00,120,TOWER-07
9876500044,9876500051,2026-09-08 05:27:00,137,TOWER-07
9876500051,9876500043,2026-09-08 06:04:00,154,TOWER-07
9876500042,9876500051,2026-09-08 06:41:00,171,TOWER-07
9876500043,9876500044,2026-09-08 07:18:00,188,TOWER-07
9876500044,9876500042,2026-09-08 07:55:00,205,TOWER-07
9876500051,9876500044,2026-09-08 08:32:00,222,TOWER-07
9876500042,9876500043,2026-09-08 09:09:00,239,TOWER-07
9876500043,9876500051,2026-09-08 09:46:00,46,TOWER-07
9876500044,9876500043,2026-09-08 10:23:00,63,TOWER-07
9876500051,9876500042,2026-09-08 11:00:00,80,TOWER-07
9876500042,9876500044,2026-09-08 11:37:00,97,TOWER-07
9876500043,9876500042,2026-09-08 12:14:00,114,TOWER-07
