timestamp,from_account,to_account,amount_inr,reference
2026-09-04 02:30:00,ACCT-002,BEN-000,25000,TXN-CINTRA-SYN-002-01
2026-09-05 02:30:00,ACCT-002,BEN-001,62500,TXN-CINTRA-SYN-002-02
2026-09-06 02:30:00,ACCT-002,BEN-002,100000,TXN-CINTRA-SYN-002-03
2026-09-07 02:30:00,ACCT-002,BEN-003,137500,TXN-CINTRA-SYN-002-04
2026-09-08 02:30:00,ACCT-002,BEN-004,175000,TXN-CINTRA-SYN-002-05
2026-09-09 02:30:00,ACCT-002,BEN-005,212500,TXN-CINTRA-SYN-002-06
2026-09-10 02:30:00,ACCT-002,BEN-006,250000,TXN-CINTRA-SYN-002-07
2026-09-11 02:30:00,ACCT-002,BEN-007,287500,TXN-CINTRA-SYN-002-08
2026-09-12 02:30:00,ACCT-002,BEN-008,325000,TXN-CINTRA-SYN-002-09
2026-09-13 02:30:00,ACCT-002,BEN-009,362500,TXN-CINTRA-SYN-002-10
2026-09-14 02:30:00,ACCT-002,BEN-010,400000,TXN-CINTRA-SYN-002-11
2026-09-15 02:30:00,ACCT-002,BEN-011,437500,TXN-CINTRA-SYN-002-12
