timestamp,from_account,to_account,amount_inr,reference
2026-09-04 02:30:00,ACCT-003,BEN-008,25000,TXN-CINTRA-SYN-013-01
2026-09-05 02:30:00,ACCT-003,BEN-009,62500,TXN-CINTRA-SYN-013-02
2026-09-06 02:30:00,ACCT-003,BEN-010,100000,TXN-CINTRA-SYN-013-03
2026-09-07 02:30:00,ACCT-003,BEN-011,137500,TXN-CINTRA-SYN-013-04
2026-09-08 02:30:00,ACCT-003,BEN-012,175000,TXN-CINTRA-SYN-013-05
2026-09-09 02:30:00,ACCT-003,BEN-013,212500,TXN-CINTRA-SYN-013-06
2026-09-10 02:30:00,ACCT-003,BEN-014,250000,TXN-CINTRA-SYN-013-07
2026-09-11 02:30:00,ACCT-003,BEN-015,287500,TXN-CINTRA-SYN-013-08
2026-09-12 02:30:00,ACCT-003,BEN-016,325000,TXN-CINTRA-SYN-013-09
2026-09-13 02:30:00,ACCT-003,BEN-000,362500,TXN-CINTRA-SYN-013-10
2026-09-14 02:30:00,ACCT-003,BEN-001,400000,TXN-CINTRA-SYN-013-11
2026-09-15 02:30:00,ACCT-003,BEN-002,437500,TXN-CINTRA-SYN-013-12
