caller,receiver,start_time,duration,tower
9876500033,9876500034,2026-09-05 01:45:00,35,TOWER-04
9876500034,9876500042,2026-09-05 02:22:00,52,TOWER-04
9876500035,9876500034,2026-09-05 02:59:00,69,TOWER-04
9876500042,9876500033,2026-09-05 03:36:00,86,TOWER-04
9876500033,9876500035,2026-09-05 04:13:00,103,TOWER-04
9876500034,9876500033,2026-09-05 04:50:00,120,TOWER-04
9876500035,9876500042,2026-09-05 05:27:00,137,TOWER-04
9876500042,9876500034,2026-09-05 06:04:00,154,TOWER-04
9876500033,9876500042,2026-09-05 06:41:00,171,TOWER-04
9876500034,9876500035,2026-09-05 07:18:00,188,TOWER-04
9876500035,9876500033,2026-09-05 07:55:00,205,TOWER-04
9876500042,9876500035,2026-09-05 08:32:00,222,TOWER-04
9876500033,9876500034,2026-09-05 09:09:00,239,TOWER-04
9876500034,9876500042,2026-09-05 09:46:00,46,TOWER-04
9876500035,9876500034,2026-09-05 10:23:00,63,TOWER-04
9876500042,9876500033,2026-09-05 11:00:00,80,TOWER-04
9876500033,9876500035,2026-09-05 11:37:00,97,TOWER-04
9876500034,9876500033,2026-09-05 12:14:00,114,TOWER-04
