caller,receiver,start_time,duration,tower
9876500051,9876500052,2026-09-11 01:45:00,35,TOWER-02
9876500052,9876500060,2026-09-11 02:22:00,52,TOWER-02
9876500053,9876500052,2026-09-11 02:59:00,69,TOWER-02
9876500060,9876500051,2026-09-11 03:36:00,86,TOWER-02
9876500051,9876500053,2026-09-11 04:13:00,103,TOWER-02
9876500052,9876500051,2026-09-11 04:50:00,120,TOWER-02
9876500053,9876500060,2026-09-11 05:27:00,137,TOWER-02
9876500060,9876500052,2026-09-11 06:04:00,154,TOWER-02
9876500051,9876500060,2026-09-11 06:41:00,171,TOWER-02
9876500052,9876500053,2026-09-11 07:18:00,188,TOWER-02
9876500053,9876500051,2026-09-11 07:55:00,205,TOWER-02
9876500060,9876500053,2026-09-11 08:32:00,222,TOWER-02
9876500051,9876500052,2026-09-11 09:09:00,239,TOWER-02
9876500052,9876500060,2026-09-11 09:46:00,46,TOWER-02
9876500053,9876500052,2026-09-11 10:23:00,63,TOWER-02
9876500060,9876500051,2026-09-11 11:00:00,80,TOWER-02
9876500051,9876500053,2026-09-11 11:37:00,97,TOWER-02
9876500052,9876500051,2026-09-11 12:14:00,114,TOWER-02
