caller,receiver,start_time,duration,tower
9876500002,9876500069,2026-09-17 01:45:00,35,TOWER-08
9876500069,9876500071,2026-09-17 02:22:00,52,TOWER-08
9876500070,9876500069,2026-09-17 02:59:00,69,TOWER-08
9876500071,9876500002,2026-09-17 03:36:00,86,TOWER-08
9876500002,9876500070,2026-09-17 04:13:00,103,TOWER-08
9876500069,9876500002,2026-09-17 04:50:00,120,TOWER-08
9876500070,9876500071,2026-09-17 05:27:00,137,TOWER-08
9876500071,9876500069,2026-09-17 06:04:00,154,TOWER-08
9876500002,9876500071,2026-09-17 06:41:00,171,TOWER-08
9876500069,9876500070,2026-09-17 07:18:00,188,TOWER-08
9876500070,9876500002,2026-09-17 07:55:00,205,TOWER-08
9876500071,9876500070,2026-09-17 08:32:00,222,TOWER-08
9876500002,9876500069,2026-09-17 09:09:00,239,TOWER-08
9876500069,9876500071,2026-09-17 09:46:00,46,TOWER-08
9876500070,9876500069,2026-09-17 10:23:00,63,TOWER-08
9876500071,9876500002,2026-09-17 11:00:00,80,TOWER-08
9876500002,9876500070,2026-09-17 11:37:00,97,TOWER-08
9876500069,9876500002,2026-09-17 12:14:00,114,TOWER-08
