timestamp,from_account,to_account,amount_inr,reference
2026-09-04 02:30:00,ACCT-006,BEN-007,25000,TXN-CINTRA-SYN-026-01
2026-09-05 02:30:00,ACCT-006,BEN-008,62500,TXN-CINTRA-SYN-026-02
2026-09-06 02:30:00,ACCT-006,BEN-009,100000,TXN-CINTRA-SYN-026-03
2026-09-07 02:30:00,ACCT-006,BEN-010,137500,TXN-CINTRA-SYN-026-04
2026-09-08 02:30:00,ACCT-006,BEN-011,175000,TXN-CINTRA-SYN-026-05
2026-09-09 02:30:00,ACCT-006,BEN-012,212500,TXN-CINTRA-SYN-026-06
2026-09-10 02:30:00,ACCT-006,BEN-013,250000,TXN-CINTRA-SYN-026-07
2026-09-11 02:30:00,ACCT-006,BEN-014,287500,TXN-CINTRA-SYN-026-08
2026-09-12 02:30:00,ACCT-006,BEN-015,325000,TXN-CINTRA-SYN-026-09
2026-09-13 02:30:00,ACCT-006,BEN-016,362500,TXN-CINTRA-SYN-026-10
2026-09-14 02:30:00,ACCT-006,BEN-000,400000,TXN-CINTRA-SYN-026-11
2026-09-15 02:30:00,ACCT-006,BEN-001,437500,TXN-CINTRA-SYN-026-12
