caller,receiver,start_time,duration,tower
9876500066,9876500067,2026-09-16 01:45:00,35,TOWER-07
9876500067,9876500003,2026-09-16 02:22:00,52,TOWER-07
9876500068,9876500067,2026-09-16 02:59:00,69,TOWER-07
9876500003,9876500066,2026-09-16 03:36:00,86,TOWER-07
9876500066,9876500068,2026-09-16 04:13:00,103,TOWER-07
9876500067,9876500066,2026-09-16 04:50:00,120,TOWER-07
9876500068,9876500003,2026-09-16 05:27:00,137,TOWER-07
9876500003,9876500067,2026-09-16 06:04:00,154,TOWER-07
9876500066,9876500003,2026-09-16 06:41:00,171,TOWER-07
9876500067,9876500068,2026-09-16 07:18:00,188,TOWER-07
9876500068,9876500066,2026-09-16 07:55:00,205,TOWER-07
9876500003,9876500068,2026-09-16 08:32:00,222,TOWER-07
9876500066,9876500067,2026-09-16 09:09:00,239,TOWER-07
9876500067,9876500003,2026-09-16 09:46:00,46,TOWER-07
9876500068,9876500067,2026-09-16 10:23:00,63,TOWER-07
9876500003,9876500066,2026-09-16 11:00:00,80,TOWER-07
9876500066,9876500068,2026-09-16 11:37:00,97,TOWER-07
9876500067,9876500066,2026-09-16 12:14:00,114,TOWER-07
