caller,receiver,start_time,duration,tower
9876500060,9876500061,2026-09-14 01:45:00,35,TOWER-05
9876500061,9876500069,2026-09-14 02:22:00,52,TOWER-05
9876500062,9876500061,2026-09-14 02:59:00,69,TOWER-05
9876500069,9876500060,2026-09-14 03:36:00,86,TOWER-05
9876500060,9876500062,2026-09-14 04:13:00,103,TOWER-05
9876500061,9876500060,2026-09-14 04:50:00,120,TOWER-05
9876500062,9876500069,2026-09-14 05:27:00,137,TOWER-05
9876500069,9876500061,2026-09-14 06:04:00,154,TOWER-05
9876500060,9876500069,2026-09-14 06:41:00,171,TOWER-05
9876500061,9876500062,2026-09-14 07:18:00,188,TOWER-05
9876500062,9876500060,2026-09-14 07:55:00,205,TOWER-05
9876500069,9876500062,2026-09-14 08:32:00,222,TOWER-05
9876500060,9876500061,2026-09-14 09:09:00,239,TOWER-05
9876500061,9876500069,2026-09-14 09:46:00,46,TOWER-05
9876500062,9876500061,2026-09-14 10:23:00,63,TOWER-05
9876500069,9876500060,2026-09-14 11:00:00,80,TOWER-05
9876500060,9876500062,2026-09-14 11:37:00,97,TOWER-05
9876500061,9876500060,2026-09-14 12:14:00,114,TOWER-05
