caller,receiver,start_time,duration,tower
9876500012,9876500013,2026-08-29 01:45:00,35,TOWER-05
9876500013,9876500021,2026-08-29 02:22:00,52,TOWER-05
9876500014,9876500013,2026-08-29 02:59:00,69,TOWER-05
9876500021,9876500012,2026-08-29 03:36:00,86,TOWER-05
9876500012,9876500014,2026-08-29 04:13:00,103,TOWER-05
9876500013,9876500012,2026-08-29 04:50:00,120,TOWER-05
9876500014,9876500021,2026-08-29 05:27:00,137,TOWER-05
9876500021,9876500013,2026-08-29 06:04:00,154,TOWER-05
9876500012,9876500021,2026-08-29 06:41:00,171,TOWER-05
9876500013,9876500014,2026-08-29 07:18:00,188,TOWER-05
9876500014,9876500012,2026-08-29 07:55:00,205,TOWER-05
9876500021,9876500014,2026-08-29 08:32:00,222,TOWER-05
9876500012,9876500013,2026-08-29 09:09:00,239,TOWER-05
9876500013,9876500021,2026-08-29 09:46:00,46,TOWER-05
9876500014,9876500013,2026-08-29 10:23:00,63,TOWER-05
9876500021,9876500012,2026-08-29 11:00:00,80,TOWER-05
9876500012,9876500014,2026-08-29 11:37:00,97,TOWER-05
9876500013,9876500012,2026-08-29 12:14:00,114,TOWER-05
