caller,receiver,start_time,duration,tower
9876500054,9876500055,2026-09-12 01:45:00,35,TOWER-03
9876500055,9876500063,2026-09-12 02:22:00,52,TOWER-03
9876500056,9876500055,2026-09-12 02:59:00,69,TOWER-03
9876500063,9876500054,2026-09-12 03:36:00,86,TOWER-03
9876500054,9876500056,2026-09-12 04:13:00,103,TOWER-03
9876500055,9876500054,2026-09-12 04:50:00,120,TOWER-03
9876500056,9876500063,2026-09-12 05:27:00,137,TOWER-03
9876500063,9876500055,2026-09-12 06:04:00,154,TOWER-03
9876500054,9876500063,2026-09-12 06:41:00,171,TOWER-03
9876500055,9876500056,2026-09-12 07:18:00,188,TOWER-03
9876500056,9876500054,2026-09-12 07:55:00,205,TOWER-03
9876500063,9876500056,2026-09-12 08:32:00,222,TOWER-03
9876500054,9876500055,2026-09-12 09:09:00,239,TOWER-03
9876500055,9876500063,2026-09-12 09:46:00,46,TOWER-03
9876500056,9876500055,2026-09-12 10:23:00,63,TOWER-03
9876500063,9876500054,2026-09-12 11:00:00,80,TOWER-03
9876500054,9876500056,2026-09-12 11:37:00,97,TOWER-03
9876500055,9876500054,2026-09-12 12:14:00,114,TOWER-03
