caller,receiver,start_time,duration,tower
9876500030,9876500031,2026-09-04 01:45:00,35,TOWER-03
9876500031,9876500039,2026-09-04 02:22:00,52,TOWER-03
9876500032,9876500031,2026-09-04 02:59:00,69,TOWER-03
9876500039,9876500030,2026-09-04 03:36:00,86,TOWER-03
9876500030,9876500032,2026-09-04 04:13:00,103,TOWER-03
9876500031,9876500030,2026-09-04 04:50:00,120,TOWER-03
9876500032,9876500039,2026-09-04 05:27:00,137,TOWER-03
9876500039,9876500031,2026-09-04 06:04:00,154,TOWER-03
9876500030,9876500039,2026-09-04 06:41:00,171,TOWER-03
9876500031,9876500032,2026-09-04 07:18:00,188,TOWER-03
9876500032,9876500030,2026-09-04 07:55:00,205,TOWER-03
9876500039,9876500032,2026-09-04 08:32:00,222,TOWER-03
9876500030,9876500031,2026-09-04 09:09:00,239,TOWER-03
9876500031,9876500039,2026-09-04 09:46:00,46,TOWER-03
9876500032,9876500031,2026-09-04 10:23:00,63,TOWER-03
9876500039,9876500030,2026-09-04 11:00:00,80,TOWER-03
9876500030,9876500032,2026-09-04 11:37:00,97,TOWER-03
9876500031,9876500030,2026-09-04 12:14:00,114,TOWER-03
