caller,receiver,start_time,duration,tower
9876500018,9876500019,2026-08-31 01:45:00,35,TOWER-07
9876500019,9876500027,2026-08-31 02:22:00,52,TOWER-07
9876500020,9876500019,2026-08-31 02:59:00,69,TOWER-07
9876500027,9876500018,2026-08-31 03:36:00,86,TOWER-07
9876500018,9876500020,2026-08-31 04:13:00,103,TOWER-07
9876500019,9876500018,2026-08-31 04:50:00,120,TOWER-07
9876500020,9876500027,2026-08-31 05:27:00,137,TOWER-07
9876500027,9876500019,2026-08-31 06:04:00,154,TOWER-07
9876500018,9876500027,2026-08-31 06:41:00,171,TOWER-07
9876500019,9876500020,2026-08-31 07:18:00,188,TOWER-07
9876500020,9876500018,2026-08-31 07:55:00,205,TOWER-07
9876500027,9876500020,2026-08-31 08:32:00,222,TOWER-07
9876500018,9876500019,2026-08-31 09:09:00,239,TOWER-07
9876500019,9876500027,2026-08-31 09:46:00,46,TOWER-07
9876500020,9876500019,2026-08-31 10:23:00,63,TOWER-07
9876500027,9876500018,2026-08-31 11:00:00,80,TOWER-07
9876500018,9876500020,2026-08-31 11:37:00,97,TOWER-07
9876500019,9876500018,2026-08-31 12:14:00,114,TOWER-07
