caller,receiver,start_time,duration,tower
9876500024,9876500025,2026-09-02 01:45:00,35,TOWER-01
9876500025,9876500033,2026-09-02 02:22:00,52,TOWER-01
9876500026,9876500025,2026-09-02 02:59:00,69,TOWER-01
9876500033,9876500024,2026-09-02 03:36:00,86,TOWER-01
9876500024,9876500026,2026-09-02 04:13:00,103,TOWER-01
9876500025,9876500024,2026-09-02 04:50:00,120,TOWER-01
9876500026,9876500033,2026-09-02 05:27:00,137,TOWER-01
9876500033,9876500025,2026-09-02 06:04:00,154,TOWER-01
9876500024,9876500033,2026-09-02 06:41:00,171,TOWER-01
9876500025,9876500026,2026-09-02 07:18:00,188,TOWER-01
9876500026,9876500024,2026-09-02 07:55:00,205,TOWER-01
9876500033,9876500026,2026-09-02 08:32:00,222,TOWER-01
9876500024,9876500025,2026-09-02 09:09:00,239,TOWER-01
9876500025,9876500033,2026-09-02 09:46:00,46,TOWER-01
9876500026,9876500025,2026-09-02 10:23:00,63,TOWER-01
9876500033,9876500024,2026-09-02 11:00:00,80,TOWER-01
9876500024,9876500026,2026-09-02 11:37:00,97,TOWER-01
9876500025,9876500024,2026-09-02 12:14:00,114,TOWER-01
