timestamp,from_account,to_account,amount_inr,reference
2026-09-04 02:30:00,ACCT-001,BEN-005,25000,TXN-CINTRA-SYN-011-01
2026-09-05 02:30:00,ACCT-001,BEN-006,62500,TXN-CINTRA-SYN-011-02
2026-09-06 02:30:00,ACCT-001,BEN-007,100000,TXN-CINTRA-SYN-011-03
2026-09-07 02:30:00,ACCT-001,BEN-008,137500,TXN-CINTRA-SYN-011-04
2026-09-08 02:30:00,ACCT-001,BEN-009,175000,TXN-CINTRA-SYN-011-05
2026-09-09 02:30:00,ACCT-001,BEN-010,212500,TXN-CINTRA-SYN-011-06
2026-09-10 02:30:00,ACCT-001,BEN-011,250000,TXN-CINTRA-SYN-011-07
2026-09-11 02:30:00,ACCT-001,BEN-012,287500,TXN-CINTRA-SYN-011-08
2026-09-12 02:30:00,ACCT-001,BEN-013,325000,TXN-CINTRA-SYN-011-09
2026-09-13 02:30:00,ACCT-001,BEN-014,362500,TXN-CINTRA-SYN-011-10
2026-09-14 02:30:00,ACCT-001,BEN-015,400000,TXN-CINTRA-SYN-011-11
2026-09-15 02:30:00,ACCT-001,BEN-016,437500,TXN-CINTRA-SYN-011-12
