timestamp,from_account,to_account,amount_inr,reference
2026-09-04 02:30:00,ACCT-009,BEN-005,25000,TXN-CINTRA-SYN-019-01
2026-09-05 02:30:00,ACCT-009,BEN-006,62500,TXN-CINTRA-SYN-019-02
2026-09-06 02:30:00,ACCT-009,BEN-007,100000,TXN-CINTRA-SYN-019-03
2026-09-07 02:30:00,ACCT-009,BEN-008,137500,TXN-CINTRA-SYN-019-04
2026-09-08 02:30:00,ACCT-009,BEN-009,175000,TXN-CINTRA-SYN-019-05
2026-09-09 02:30:00,ACCT-009,BEN-010,212500,TXN-CINTRA-SYN-019-06
2026-09-10 02:30:00,ACCT-009,BEN-011,250000,TXN-CINTRA-SYN-019-07
2026-09-11 02:30:00,ACCT-009,BEN-012,287500,TXN-CINTRA-SYN-019-08
2026-09-12 02:30:00,ACCT-009,BEN-013,325000,TXN-CINTRA-SYN-019-09
2026-09-13 02:30:00,ACCT-009,BEN-014,362500,TXN-CINTRA-SYN-019-10
2026-09-14 02:30:00,ACCT-009,BEN-015,400000,TXN-CINTRA-SYN-019-11
2026-09-15 02:30:00,ACCT-009,BEN-016,437500,TXN-CINTRA-SYN-019-12
