caller,receiver,start_time,duration,tower
9876500039,9876500040,2026-09-07 01:45:00,35,TOWER-06
9876500040,9876500048,2026-09-07 02:22:00,52,TOWER-06
9876500041,9876500040,2026-09-07 02:59:00,69,TOWER-06
9876500048,9876500039,2026-09-07 03:36:00,86,TOWER-06
9876500039,9876500041,2026-09-07 04:13:00,103,TOWER-06
9876500040,9876500039,2026-09-07 04:50:00,120,TOWER-06
9876500041,9876500048,2026-09-07 05:27:00,137,TOWER-06
9876500048,9876500040,2026-09-07 06:04:00,154,TOWER-06
9876500039,9876500048,2026-09-07 06:41:00,171,TOWER-06
9876500040,9876500041,2026-09-07 07:18:00,188,TOWER-06
9876500041,9876500039,2026-09-07 07:55:00,205,TOWER-06
9876500048,9876500041,2026-09-07 08:32:00,222,TOWER-06
9876500039,9876500040,2026-09-07 09:09:00,239,TOWER-06
9876500040,9876500048,2026-09-07 09:46:00,46,TOWER-06
9876500041,9876500040,2026-09-07 10:23:00,63,TOWER-06
9876500048,9876500039,2026-09-07 11:00:00,80,TOWER-06
9876500039,9876500041,2026-09-07 11:37:00,97,TOWER-06
9876500040,9876500039,2026-09-07 12:14:00,114,TOWER-06
